Date,Adaptive Barbell Strategy,Fixed India 10 Portfolio,Nifty 50
2017-11-07,0.11207415700183701,0.11535186662286318,0.10437021069218304
2017-11-08,0.11208376071637435,0.11536414633346233,0.10442201298383813
2017-11-09,0.11132507232874524,0.11471709983674261,0.10419716228575483
2017-11-10,0.11132142171312007,0.11478927294158586,0.10398162106433452
2017-11-13,0.11131638243217927,0.1149421089172906,0.10437049165720595
2017-11-14,0.1111316106190958,0.11469640630241214,0.1035475496107314
2017-11-15,0.11069777156630384,0.11429714389269997,0.10329489297143798
2017-11-16,0.10845950777738424,0.11207071312824657,0.09988865995235245
2017-11-17,0.10834949790889575,0.11202391673364409,0.09723837032657764
2017-11-20,0.10826401521620871,0.11187663456182191,0.09723799592305155
2017-11-21,0.10836016281987705,0.11191845303941572,0.09713080174053436
2017-11-22,0.10833029339135965,0.11193291272785853,0.09711675117715221
2017-11-23,0.1070004013182713,0.11066968530013473,0.0952339684038486
2017-11-24,0.10689659192756466,0.11055162251521616,0.09492598225591911
2017-11-27,0.10691419340759793,0.11056057335820449,0.09488381332055408
2017-11-28,0.1067894715965002,0.11049189959955932,0.09448541846356623
2017-11-29,0.10570311605422873,0.10943410002236517,0.09283406887797187
2017-11-30,0.105706449303314,0.1092716427802985,0.09388063328561287
2017-12-01,0.10682644729984116,0.11042296004729586,0.09453790096102076
2017-12-04,0.1064952531671674,0.1101999988691788,0.09408274652778179
2017-12-05,0.10625370262456997,0.10983282260034351,0.09398229279678669
2017-12-06,0.10597678020294815,0.10964410113869472,0.09331896828388929
2017-12-07,0.10557137400383239,0.10948559413228429,0.09390650844359476
2017-12-08,0.1058501287646962,0.10977525333053993,0.09431679312474704
2017-12-11,0.10554140570591435,0.10935183960177908,0.09423526278085227
2017-12-12,0.10525596769160389,0.10898502549826887,0.0931194370506306
2017-12-13,0.1053794016341922,0.10910619322084268,0.09327599677653219
2017-12-14,0.10517777122961487,0.10889321720671506,0.09264281873809906
2017-12-15,0.10528451580722037,0.10900324459892709,0.09275444017800193
2017-12-18,0.10438218664016079,0.10830789683961438,0.09268271979134272
2017-12-19,0.10456966501698163,0.10851132154367665,0.09277930312761201
2017-12-20,0.10457848759256605,0.10850335426445874,0.0927817262133393
2017-12-21,0.10443092747491575,0.1083488434391142,0.09263850741825083
2017-12-22,0.10453440385151924,0.10844829361099584,0.09264958349682195
2017-12-26,0.10443191358408915,0.10835599027407053,0.09261306836565202
2017-12-27,0.10359469869088764,0.10752813513161565,0.0920541357102016
2017-12-28,0.10354161276999475,0.10751374590352569,0.09208320041720086
2017-12-29,0.10345780474128075,0.10734637217991624,0.09152575569925288
2018-01-01,0.10330118154904301,0.10715574253611648,0.09035065766602401
2018-01-02,0.10339963263220232,0.10726959244325335,0.09084463405761906
2018-01-03,0.10336250552030457,0.10724730160308639,0.09053684408690993
2018-01-04,0.10334327226566349,0.10714451531242045,0.090206423748505
2018-01-05,0.10409522881814917,0.10776525019981252,0.09028339536185048
2018-01-08,0.10410096548366042,0.10774673818400687,0.09042602542903046
2018-01-09,0.10428411542832794,0.10793514634380609,0.09041739403190344
2018-01-10,0.10424407317165689,0.10779838875499002,0.08996493238947936
2018-01-11,0.10415564286894645,0.10757843205164912,0.08984755369259381
2018-01-12,0.10426493401875954,0.10767089191280606,0.08984334829710763
2018-01-15,0.10417155519049948,0.10746476491838955,0.08980254433144276
2018-01-16,0.10409316940473391,0.10718736266143475,0.08936339458435566
2018-01-17,0.10410176034655264,0.10715858450583822,0.08963072491780304
2018-01-18,0.10413548043582108,0.10723168570474424,0.0896267900953032
2018-01-19,0.10420668521471849,0.10729869146375925,0.08983738979494785
2018-01-22,0.1043364000445359,0.10734878571927921,0.08996220222285688
2018-01-23,0.10431703093778752,0.10731698220015749,0.09046980767936423
2018-01-24,0.10445839252466285,0.10761662084739332,0.09046821491756546
2018-01-25,0.10426150131779004,0.10725956802621454,0.08979647461071012
2018-01-29,0.10435595681162547,0.1072933153404416,0.08981678077216877
2018-01-30,0.10253154469650975,0.10436342852701007,0.089760221900368
2018-01-31,0.102841720894214,0.10467371193455578,0.08871801825604407
2018-02-01,0.10285409238250419,0.10469475466145534,0.08867125626137691
2018-02-02,0.10461111197260768,0.10649375459772886,0.09190682006647563
2018-02-05,0.10508157765287508,0.10644933413486664,0.09195440258847286
2018-02-06,0.10542286971539905,0.10680950345606632,0.09182597600394543
2018-02-07,0.10566367138829783,0.10689916600183422,0.0918595663637931
2018-02-08,0.1063518373416268,0.10754308030293139,0.09228207692484117
2018-02-09,0.10655961629328388,0.10772590026056947,0.09289302117990832
2018-02-12,0.10702566080445806,0.10809715811105189,0.09308091592423957
2018-02-14,0.107059181003568,0.10807647307001501,0.09318420164590582
2018-02-15,0.10702447630376521,0.1080836817048478,0.09324990502694433
2018-02-16,0.10725490329417095,0.10829537674370915,0.09373546916240959
2018-02-19,0.10792207301679412,0.1088555484457362,0.0940550895689981
2018-02-20,0.10794624388721773,0.10885031860491458,0.09406199925203707
2018-02-21,0.10808280183497301,0.10889474261518509,0.09373107136561121
2018-02-22,0.10802267450511727,0.10880295240876137,0.09359821767831959
2018-02-23,0.10815193035132335,0.10907319171576477,0.09400780389913603
2018-02-26,0.10736789456932504,0.10821223288393574,0.09417069744417429
2018-02-27,0.10728452565214033,0.10807201132547799,0.09419751264423712
2018-02-28,0.10704488745735488,0.1077197721307557,0.09441082338646441
2018-03-01,0.10705638024540963,0.10773503235261395,0.09449015635724305
2018-03-05,0.10686974708499146,0.10743656765808958,0.09488014284556608
2018-03-06,0.10809844564519504,0.10870071555657311,0.09550618969705048
2018-03-07,0.10854764266346709,0.10924917510204031,0.09576321805897768
2018-03-08,0.10880259864306713,0.10908240801920095,0.0959421907127296
2018-03-09,0.10880015075579874,0.10907967846169297,0.09596209441042225
2018-03-12,0.10934313247855201,0.10978054288427001,0.09748399400223272
2018-03-13,0.10932471022534845,0.10977082254631079,0.09745267166175291
2018-03-14,0.10935273034089554,0.10981122479675545,0.09742539961818596
2018-03-15,0.10934497251124203,0.10980586303300063,0.09758032749152755
2018-03-16,0.10977510989327698,0.11023212743802638,0.0989711075452078
2018-03-19,0.108551477649948,0.10919846277053293,0.09812149093076313
2018-03-20,0.10842813317417416,0.10907551230356571,0.09815207212303187
2018-03-21,0.10792107599238965,0.1086748230608451,0.09792567660053125
2018-03-22,0.10800328152057309,0.1087722231965144,0.09802493828884565
2018-03-23,0.10824197274965441,0.10905997048390349,0.0986694064787145
2018-03-26,0.10933395985389238,0.11015052537821593,0.09950147406864804
2018-03-27,0.10851578720869683,0.10931984850435701,0.0990667245063494
2018-03-28,0.10869190337106958,0.10960355267865485,0.09917782323786281
2018-04-02,0.10890209825463969,0.11020386169831584,0.09959032056712885
2018-04-03,0.10896683769873362,0.1103162593988781,0.09935317523513315
2018-04-04,0.10911910594155898,0.1108081354638893,0.09990009337096589
2018-04-05,0.10941742786831682,0.11136962628670634,0.10159967429211146
2018-04-06,0.1092742336178697,0.11128252376343617,0.1015616161833922
2018-04-09,0.10915048267897959,0.11114570428523979,0.10164425615169075
2018-04-10,0.10904276337376699,0.11104371045795376,0.1014506549859941
2018-04-11,0.109021023300415,0.11107722189632449,0.1014249504755313
2018-04-12,0.10903111544275025,0.1111484269640238,0.10148172093991556
2018-04-13,0.10899585753758531,0.11117247840891263,0.10122336732356857
2018-04-16,0.10900455081377364,0.11116411222380948,0.10127474721634182
2018-04-17,0.10888180809434429,0.1110901951717528,0.10113439941397653
2018-04-18,0.10891709664633245,0.11115305408802591,0.10108329824621747
2018-04-19,0.10875540929341164,0.11102261556291564,0.10093558555482829
2018-04-20,0.10869823545196042,0.1110809782965049,0.1009210852348148
2018-04-23,0.10868853408396466,0.11111638631250663,0.10083627037817496
2018-04-24,0.108410155204301,0.11084581080277064,0.10085664616170759
2018-04-25,0.1084269537650125,0.11088363633197858,0.10092369726273873
2018-04-26,0.10842801036039776,0.11087245808588897,0.10096734183267238
2018-04-27,0.10830500743378324,0.11076457679781244,0.100654237659851
2018-04-30,0.10828780077550358,0.11086025813810743,0.10032013978998523
2018-05-02,0.10857919885997687,0.11109274126127304,0.10026088343315268
2018-05-03,0.10872444280655656,0.11134225374568507,0.10033391176859426
2018-05-04,0.10869803501283969,0.11130777897822923,0.10042518746369122
2018-05-07,0.10895155098667689,0.11136110062898326,0.10079288000667515
2018-05-08,0.10912140293768555,0.11144271324177316,0.10079053645671823
2018-05-09,0.10902509084703484,0.11140155023431993,0.10069984714856474
2018-05-10,0.10919430505101782,0.11155360905474931,0.10037756135357453
2018-05-11,0.10916284245031806,0.11156129944214717,0.10064981838251624
2018-05-14,0.10921317627192416,0.11163412769732332,0.10065113939922304
2018-05-15,0.10819933986397308,0.11038706311530856,0.10024078994419572
2018-05-16,0.10817635141287409,0.11040012207365227,0.10042624115551914
2018-05-17,0.10817485790517602,0.11036903668411152,0.10056471604634037
2018-05-18,0.10863940182476926,0.11080556879785522,0.10084245323767659
2018-05-21,0.1087297455515586,0.1108998841934744,0.10093971967280083
2018-05-22,0.10874154889849319,0.11092523101942893,0.10094567511683632
2018-05-23,0.10837602267812423,0.11062218428904827,0.10094399326172265
2018-05-24,0.10872609511649385,0.11099676190047018,0.10122667965849746
2018-05-25,0.1090029320942987,0.11129216192982834,0.10155890551419268
2018-05-28,0.10882351189124738,0.1112177002987169,0.10164719279261752
2018-05-29,0.10818000954111612,0.11054793030215072,0.1017556937842169
2018-05-30,0.10680862851184678,0.10937478806515741,0.10059732535959921
2018-05-31,0.10720428458186014,0.10948493784397614,0.10084065996547098
2018-06-01,0.1076167968595578,0.10979819957284521,0.10092592292543788
2018-06-04,0.10791144328840942,0.11019165896244583,0.10114001731672513
2018-06-05,0.1080140190469478,0.11014074701455057,0.10120640102821167
2018-06-06,0.10844370084229359,0.11055833595643894,0.10153625311912338
2018-06-07,0.1085534472907544,0.1107232758428652,0.10174722262837181
2018-06-08,0.10854389265909796,0.11080348606131124,0.10173275906290839
2018-06-11,0.10847985849447074,0.11073746029278679,0.10164691614423418
2018-06-12,0.10847700466275452,0.11069411073848506,0.10173022290057784
2018-06-13,0.10825499728600407,0.11045034579762648,0.10170931317544783
2018-06-14,0.10827158960875712,0.11053968835572263,0.10181626584720446
2018-06-15,0.10824852594867361,0.11049723966651433,0.1016489429224259
2018-06-18,0.10832628829306291,0.11069302796183378,0.10166075083539043
2018-06-19,0.10869766509994146,0.11093959790287114,0.10203516060249394
2018-06-20,0.1083684240380876,0.1106965452791125,0.10206676557934913
2018-06-21,0.1088047163814338,0.11098254344469353,0.10212045400219519
2018-06-22,0.10937381196730414,0.1113237598776154,0.1021387470391566
2018-06-25,0.10957134491299438,0.11138573182134054,0.10230885196093305
2018-06-26,0.1095946434532603,0.11138574183652633,0.10227784363853563
2018-06-27,0.10987722929191115,0.11152653298104048,0.10271866209054578
2018-06-28,0.10981896839443393,0.11155830657489035,0.10285782565562575
2018-06-29,0.10958115543090266,0.11157529690184165,0.10324200976802084
2018-07-02,0.10981566800324283,0.11181206370395576,0.10337289204934276
2018-07-03,0.10982783197047317,0.11184008205864457,0.10342908437667024
2018-07-04,0.10989787996780291,0.11187960763259513,0.10359828534730339
2018-07-05,0.10977847893635949,0.11173618125437194,0.10319663547578106
2018-07-06,0.109756916316987,0.11182077112749336,0.1032080444120779
2018-07-09,0.11006650529213553,0.11186845028164241,0.10342354404257918
2018-07-10,0.11026121521653177,0.11223310021345564,0.10369498241348961
2018-07-11,0.11036488302049395,0.11241022124103651,0.10368609018639952
2018-07-12,0.10922373272745782,0.11157258668226072,0.10335802352346171
2018-07-13,0.10928390172370218,0.11163882418551067,0.10335659048504313
2018-07-16,0.1097667413168487,0.11213408495356758,0.1036278857776748
2018-07-17,0.1092847309555907,0.11169964515113327,0.10355099567191148
2018-07-18,0.10985498423567752,0.11236650178159102,0.10358846559792634
2018-07-19,0.10984673381198438,0.11234475075031441,0.10358816293910579
2018-07-20,0.10987770469378737,0.11244764665394502,0.10325328961960582
2018-07-23,0.10955083792886708,0.1122516545068921,0.10321468556471075
2018-07-24,0.10997309705834445,0.11254150914358514,0.10324398351410467
2018-07-25,0.10987700286733677,0.112537061425592,0.10317759428891622
2018-07-26,0.10957686811828038,0.11229471006728267,0.1031062297048847
2018-07-27,0.10957509615846911,0.1123215909290962,0.10353800878839925
2018-07-30,0.10985883543340798,0.11276728159245701,0.10345875409854466
2018-07-31,0.11007293461580372,0.11328393947772619,0.10349419814350837
2018-08-01,0.10982515458692159,0.11307459730021276,0.10349794159871835
2018-08-02,0.109628505813751,0.11289222394165789,0.10376794946742907
2018-08-03,0.10958657923129424,0.11278722385396042,0.1041856616691389
2018-08-06,0.10940649562074062,0.11267532484167431,0.10413310601721822
2018-08-07,0.10941584450632641,0.11269784350149477,0.10387997296784231
2018-08-08,0.10949251362913806,0.11287030405897695,0.10388220385335667
2018-08-09,0.10949808986231215,0.11291488864813758,0.10388008900185408
2018-08-10,0.10954346696008299,0.11291411828109549,0.1036224285100162
2018-08-13,0.10906653705412707,0.11246365894372388,0.10357897429229483
2018-08-14,0.10846310883166732,0.11157632805336344,0.10334352153285643
2018-08-16,0.10810808955598186,0.11125660926754789,0.10278968806501874
2018-08-17,0.1078811356454213,0.11085625598291259,0.10271329089316658
2018-08-20,0.10805433074269159,0.11093297240250129,0.10243628023251958
2018-08-21,0.10803116500505323,0.11089475071974177,0.10244137870455984
2018-08-23,0.10808586391174531,0.11091394386168493,0.10217385758797015
2018-08-24,0.10791773466908136,0.11079124591317631,0.10180541931929296
2018-08-27,0.10834197789132645,0.11104696189036539,0.10239440837156674
2018-08-28,0.10804935835693673,0.11073087326615248,0.10211811203146837
2018-08-29,0.10822631083416889,0.11084026917502787,0.10222528597519291
2018-08-30,0.1082870785385809,0.11083515758752335,0.10212304851502854
2018-08-31,0.1078029786481757,0.11036258345865818,0.10135619723241483
2018-09-03,0.10859001262010665,0.11130717615273708,0.10142108746330317
2018-09-04,0.1088851427537422,0.11164260437192249,0.10156093437787549
2018-09-05,0.10934487026107914,0.11274626097765975,0.10152625246135005
2018-09-06,0.10901792367617867,0.11237089349876549,0.10140520436578612
2018-09-07,0.10958956920368461,0.11284641248335867,0.1014251088065905
2018-09-10,0.11023614508796062,0.11323826767675076,0.10225367763164131
2018-09-11,0.11086830345855617,0.11397962560118988,0.10317103295292099
2018-09-12,0.1110887528176317,0.11423369569971568,0.10339292878193108
2018-09-14,0.11098850885270993,0.11411634182193228,0.10390393194926895
2018-09-17,0.11020109718448094,0.11333761117013236,0.10433341567304254
2018-09-18,0.11030125275543319,0.11335700846709271,0.10472095386069338
2018-09-19,0.11029540156018441,0.1133750364170057,0.10481374532635772
2018-09-21,0.11027339211629861,0.11336255092574682,0.1051623107201902
2018-09-24,0.11136583511031849,0.11381437866847531,0.106208854249049
2018-09-25,0.11134473244221207,0.11374701313058448,0.10656838797252102
2018-09-26,0.11111571169027717,0.11349144059690652,0.10657575661670445
2018-09-27,0.1111767064428834,0.11352388872978565,0.10679937784047742
2018-09-28,0.1111204272673235,0.11351976287613522,0.10570333943137133
2018-10-01,0.11068590259626175,0.11328678283376999,0.10547547180050047
2018-10-03,0.11268609312999799,0.1148782976226975,0.10641051446159105
2018-10-04,0.11266591748186142,0.11517174855106146,0.1082232712950228
2018-10-05,0.11335118411064843,0.11569729041609954,0.1115055654902755
2018-10-08,0.11364744842874566,0.11612492331672665,0.11152728530346846
2018-10-09,0.11389355937549084,0.11654678133425778,0.1114074669987245
2018-10-10,0.11417930336752431,0.11685076866629758,0.11231640675923954
2018-10-11,0.11585598816819327,0.11797817911403774,0.11437634801241206
2018-10-12,0.1159989589335625,0.11777908646343623,0.11633485166400362
2018-10-15,0.11613640780937148,0.11792503596214764,0.1163886151069034
2018-10-16,0.11688889341385465,0.11873538425906441,0.116549551866366
2018-10-17,0.11740347770655013,0.11912072243231203,0.11718832056620085
2018-10-19,0.11689014799408705,0.11857069364916803,0.11756339540672177
2018-10-22,0.11592967898572855,0.1176860224061994,0.11749760211784822
2018-10-23,0.11508359550377341,0.11680735656947498,0.11772930516985505
2018-10-24,0.11554135079935468,0.11734322196058855,0.11797957748432493
2018-10-25,0.11603675296928599,0.11785006520286964,0.11836266847085695
2018-10-26,0.11610601936209583,0.1178889491591494,0.11856659558413915
2018-10-29,0.116842897096927,0.11826118240215965,0.12053974451051622
2018-10-30,0.11681062849226757,0.11826920613883092,0.1206302114902516
2018-10-31,0.1175389428922288,0.11898909551005749,0.12173182424320167
2018-11-01,0.11743760335776146,0.11895469519485055,0.12164426282453014
2018-11-02,0.11779170698507883,0.11945886597904021,0.12275053744719774
2018-11-05,0.11754857088969844,0.11933056933053615,0.1227238405893259
2018-11-06,0.11762045910386064,0.11947080886652246,0.12269192482404503
2018-11-07,0.11694942410621897,0.11896052069673708,0.12244331804578593
2018-11-09,0.11692273245414656,0.11896957959544302,0.12243892696771463
2018-11-12,0.11718426076793421,0.11956925009123094,0.12280224764268846
2018-11-13,0.11719800000893828,0.11961749162940705,0.12317120221848345
2018-11-14,0.11664947478387831,0.11892100713562737,0.12277922451917271
2018-11-15,0.11663689846463414,0.11888735290936044,0.12274553215778816
2018-11-16,0.11660095849902358,0.11884763509618611,0.12289248162975151
2018-11-19,0.11665235751858262,0.1189620445810061,0.12311247410963035
2018-11-20,0.1166687329274424,0.11904426720535408,0.12315923887397386
2018-11-21,0.11656600363395728,0.11912838950905254,0.12321741955532331
2018-11-22,0.11643950698497663,0.11917531832004641,0.12322802178800263
2018-11-26,0.11648451343271822,0.12021930236228497,0.12323709519876837
2018-11-27,0.11646820038087276,0.12019108741352294,0.12317124969318301
2018-11-28,0.11646759270581698,0.1201862946676756,0.1232252286825986
2018-11-29,0.11621123900911869,0.11989292886194858,0.1237741925593441
2018-11-30,0.11617797793775404,0.11986791514965732,0.1237760611464837
2018-12-03,0.11623047200413295,0.11975514552545914,0.12377612625762775
2018-12-04,0.11630356075604248,0.11981759349903465,0.12372895985341315
2018-12-05,0.11681828192074115,0.11997018984640002,0.12399643311384453
2018-12-06,0.1172497510412464,0.1205750890427287,0.1251259516728814
2018-12-07,0.11729066204231106,0.12062045120575203,0.1254178160783348
2018-12-10,0.11842990325029358,0.12165582370939713,0.12621993752369964
2018-12-11,0.11796595150043067,0.12108693497857034,0.12591463214890453
2018-12-12,0.12001317433927723,0.12302566702935715,0.12714781987750917
2018-12-13,0.1202906195242342,0.12328273909521727,0.12723099917002748
2018-12-14,0.12009004940280872,0.12309290065634518,0.1270047249748892
2018-12-17,0.1193050474430999,0.12208405032771177,0.12665921793207707
2018-12-18,0.11917040610821125,0.12179039847446253,0.12631513275405834
2018-12-19,0.11909201622067138,0.12175625711203472,0.12630931072561213
2018-12-20,0.1185202938441013,0.12121974246509017,0.126050868944725
2018-12-21,0.11922821457365537,0.12203927113875575,0.12728703697027935
2018-12-24,0.11942758710368068,0.12218120429631962,0.12745769763103645
2018-12-26,0.11938258271350573,0.12211474503530372,0.1273658429656238
2018-12-27,0.11902852344186604,0.12176527409087821,0.12733857203667082
2018-12-28,0.11949755679538149,0.12202066571757728,0.1273534006375108
2018-12-31,0.11949894238376466,0.12202062318030689,0.1273376508506318
2019-01-01,0.1194767406465551,0.121987418750577,0.12733654544091394
2019-01-02,0.11974106744668803,0.12211732814062264,0.12741512010650088
2019-01-03,0.12037195377989755,0.12259052508037217,0.1278637502552882
2019-01-04,0.12039911848830588,0.12261884071180193,0.12790231182742517
2019-01-07,0.12043442613712173,0.12265256749481125,0.12795825612893144
2019-01-08,0.12016386392855359,0.12242252635684539,0.1278921659447116
2019-01-09,0.11988476770976267,0.12218566414398624,0.12798111267411835
2019-01-10,0.11983398610259587,0.12213434427841632,0.12773450758391316
2019-01-11,0.11998778304529863,0.12233038632310951,0.12776169711109037
2019-01-14,0.11993333524530704,0.12230504991816231,0.12774835983849106
2019-01-15,0.11931013142326387,0.1218175679097143,0.12839200553953767
2019-01-16,0.11936039254970734,0.12188571998001534,0.12825177726645967
2019-01-17,0.11926699175335821,0.12178663671651122,0.12825276728380108
2019-01-18,0.11974532822176136,0.12221868925492003,0.12825143621563337
2019-01-21,0.11976268431243453,0.12221270958032884,0.12833451184037167
2019-01-22,0.11982145528384032,0.12229438581634851,0.12835983779116672
2019-01-23,0.12006939497078954,0.12249574491795548,0.12851828614565855
2019-01-24,0.12002102021093061,0.12238295312222054,0.12846893627750833
2019-01-25,0.1201344109099965,0.12243196643959971,0.12836990542240992
2019-01-28,0.12012867193211145,0.12240891716146,0.12881867863331758
2019-01-29,0.1200409985508604,0.12229466043678504,0.12861789836146179
2019-01-30,0.11996665854520577,0.12223329754827697,0.12844609536119553
2019-01-31,0.12049675232317958,0.1227776502234746,0.1291046133222752
2019-02-01,0.12051222618875516,0.12288998958605862,0.12923674381483644
2019-02-04,0.12062594002949516,0.12305375824905321,0.1292403625368391
2019-02-05,0.12049252682966298,0.12302347249991243,0.12913844554972534
2019-02-06,0.12053306346130674,0.12319300155691464,0.1294669390807416
2019-02-07,0.12018578805790853,0.12277651567280531,0.12945229699125302
2019-02-08,0.12042787134514832,0.12338733173026412,0.12995068325430362
2019-02-11,0.1191747882190654,0.12217069482645158,0.1279350922665622
2019-02-12,0.11866338840289152,0.12188961946183587,0.12774188880646234
2019-02-14,0.11868313425380882,0.12215570258752301,0.1269986579065419
2019-02-15,0.11848435440213054,0.12211652041527937,0.12699800844475792
2019-02-18,0.11802693473938111,0.12211331843590527,0.12688846591280667
2019-02-19,0.11789824505711466,0.12198999005881467,0.12640425855518603
2019-02-20,0.11741947159738274,0.12173787783080343,0.12674626026770555
2019-02-21,0.11742176395248594,0.12180697414247525,0.12678567108391028
2019-02-22,0.1174246112790417,0.12183306420525288,0.1267185871701179
2019-02-25,0.11737595420781907,0.12198476347915238,0.12665405574783356
2019-02-26,0.11680367266685582,0.12148841858684654,0.1265184534255527
2019-02-27,0.11681122324350361,0.12152823152437484,0.1265357059908831
2019-02-28,0.11672713322072735,0.12165186770770635,0.12649910733327696
2019-03-01,0.1168383992327472,0.121847162177058,0.12665036603844632
2019-03-05,0.1166431438112325,0.1216866986363754,0.1267330437845925
2019-03-06,0.11618100494175163,0.12142602440905448,0.12657687783285712
2019-03-07,0.11619310425723238,0.12143494866487263,0.1265441392929197
2019-03-08,0.11590404651314423,0.12124333578186082,0.12641977675833377
2019-03-11,0.11663827794502275,0.12246287157989443,0.1269177512971582
2019-03-12,0.11791158110737306,0.12435814152077812,0.12706507414063314
