Date,Adaptive Barbell Strategy,Fixed India 10 Portfolio,Nifty 50
2017-11-06,-0.049739304011235164,-0.0496961553343902,-0.074360168689944
2017-11-07,-0.049739304011235164,-0.049175596392125764,-0.074360168689944
2017-11-08,-0.0476643074311508,-0.04801596945969222,-0.074360168689944
2017-11-09,-0.0476643074311508,-0.04801596945969222,-0.074360168689944
2017-11-10,-0.0476643074311508,-0.04801596945969222,-0.074360168689944
2017-11-13,-0.0476643074311508,-0.04801596945969222,-0.07242764566167192
2017-11-14,-0.0476643074311508,-0.04801596945969222,-0.07242764566167192
2017-11-15,-0.0476643074311508,-0.04801596945969222,-0.04677384060641676
2017-11-16,-0.0476643074311508,-0.04801596945969222,-0.04278754501165005
2017-11-17,-0.0476643074311508,-0.04801596945969222,-0.04278754501165005
2017-11-20,-0.0476643074311508,-0.04801596945969222,-0.04278754501165005
2017-11-21,-0.0476643074311508,-0.04801596945969222,-0.04278754501165005
2017-11-22,-0.0476643074311508,-0.04801596945969222,-0.04278754501165005
2017-11-23,-0.0476643074311508,-0.04801596945969222,-0.04278754501165005
2017-11-24,-0.0476643074311508,-0.04801596945969222,-0.04278754501165005
2017-11-27,-0.0476643074311508,-0.04801596945969222,-0.04278754501165005
2017-11-28,-0.0476643074311508,-0.04801596945969222,-0.04278754501165005
2017-11-29,-0.0476643074311508,-0.04801596945969222,-0.04278754501165005
2017-11-30,-0.0476643074311508,-0.04801596945969222,-0.04278754501165005
2017-12-01,-0.0476643074311508,-0.04801596945969222,-0.04278754501165005
2017-12-04,-0.0476643074311508,-0.04801596945969222,-0.04278754501165005
2017-12-05,-0.0476643074311508,-0.04801596945969222,-0.04278754501165005
2017-12-06,-0.0476643074311508,-0.04801596945969222,-0.04278754501165005
2017-12-07,-0.0476643074311508,-0.04801596945969222,-0.04278754501165005
2017-12-08,-0.0476643074311508,-0.04801596945969222,-0.04278754501165005
2017-12-11,-0.0476643074311508,-0.04801596945969222,-0.04278754501165005
2017-12-12,-0.0476643074311508,-0.04801596945969222,-0.04278754501165005
2017-12-13,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2017-12-14,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2017-12-15,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2017-12-18,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2017-12-19,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2017-12-20,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2017-12-21,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2017-12-22,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2017-12-26,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2017-12-27,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2017-12-28,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2017-12-29,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2018-01-01,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2018-01-02,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2018-01-03,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2018-01-04,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2018-01-05,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2018-01-08,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2018-01-09,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2018-01-10,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2018-01-11,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2018-01-12,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2018-01-15,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2018-01-16,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2018-01-17,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2018-01-18,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2018-01-19,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2018-01-22,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2018-01-23,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2018-01-24,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2018-01-25,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2018-01-29,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2018-01-30,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2018-01-31,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2018-02-01,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2018-02-02,-0.0476643074311508,-0.04801596945969222,-0.0411056352672472
2018-02-05,-0.0476643074311508,-0.04801596945969222,-0.04167420484964712
2018-02-06,-0.0476643074311508,-0.05274248264345627,-0.056794937148662794
2018-02-07,-0.05349508868151498,-0.05714642469489761,-0.0587310583959858
2018-02-08,-0.05349508868151498,-0.05714642469489761,-0.0587310583959858
2018-02-09,-0.05349508868151498,-0.05714642469489761,-0.06068516599649221
2018-02-12,-0.05349508868151498,-0.05714642469489761,-0.06068516599649221
2018-02-14,-0.05349508868151498,-0.05714642469489761,-0.06068516599649221
2018-02-15,-0.05349508868151498,-0.05714642469489761,-0.06068516599649221
2018-02-16,-0.05349508868151498,-0.05714642469489761,-0.06092328776498057
2018-02-19,-0.05479819098443872,-0.05894144225187914,-0.06756270876233716
2018-02-20,-0.05854360910967482,-0.061345208843495036,-0.06917990125930784
2018-02-21,-0.06381207685766799,-0.06570492424838303,-0.06917990125930784
2018-02-22,-0.06381207685766799,-0.0667598720559558,-0.06917990125930784
2018-02-23,-0.06381207685766799,-0.0667598720559558,-0.06917990125930784
2018-02-26,-0.06381207685766799,-0.0667598720559558,-0.06917990125930784
2018-02-27,-0.06381207685766799,-0.0667598720559558,-0.06917990125930784
2018-02-28,-0.06381207685766799,-0.0667598720559558,-0.06917990125930784
2018-03-01,-0.06381207685766799,-0.0667598720559558,-0.06917990125930784
2018-03-05,-0.06381207685766799,-0.0667598720559558,-0.06931922969274928
2018-03-06,-0.06609081567026276,-0.06881728948466137,-0.07916610002342617
2018-03-07,-0.07615473378895476,-0.08006864058454644,-0.0877057573000466
2018-03-08,-0.07615473378895476,-0.08006864058454644,-0.0877057573000466
2018-03-09,-0.07615473378895476,-0.08006864058454644,-0.0877057573000466
2018-03-12,-0.07615473378895476,-0.08006864058454644,-0.0877057573000466
2018-03-13,-0.07615473378895476,-0.08006864058454644,-0.0877057573000466
2018-03-14,-0.07615473378895476,-0.08006864058454644,-0.0877057573000466
2018-03-15,-0.07615473378895476,-0.08006864058454644,-0.0877057573000466
2018-03-16,-0.07615473378895476,-0.08006864058454644,-0.0877057573000466
2018-03-19,-0.07615473378895476,-0.08006864058454644,-0.09309192430289714
2018-03-20,-0.07615473378895476,-0.08006864058454644,-0.09309192430289714
2018-03-21,-0.07615473378895476,-0.08006864058454644,-0.09309192430289714
2018-03-22,-0.07615473378895476,-0.08006864058454644,-0.09309192430289714
2018-03-23,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-03-26,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-03-27,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-03-28,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-04-02,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-04-03,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-04-04,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-04-05,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-04-06,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-04-09,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-04-10,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-04-11,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-04-12,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-04-13,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-04-16,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-04-17,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-04-18,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-04-19,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-04-20,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-04-23,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-04-24,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-04-25,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-04-26,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-04-27,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-04-30,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-05-02,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-05-03,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-05-04,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-05-07,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-05-08,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-05-09,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-05-10,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-05-11,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-05-14,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-05-15,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-05-16,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-05-17,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-05-18,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-05-21,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-05-22,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-05-23,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-05-24,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-05-25,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-05-28,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-05-29,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-05-30,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-05-31,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-06-01,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-06-04,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-06-05,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-06-06,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-06-07,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-06-08,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-06-11,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-06-12,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-06-13,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-06-14,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-06-15,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-06-18,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-06-19,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-06-20,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-06-21,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-06-22,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-06-25,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-06-26,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-06-27,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-06-28,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-06-29,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-07-02,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-07-03,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-07-04,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-07-05,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-07-06,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-07-09,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-07-10,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-07-11,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-07-12,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-07-13,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-07-16,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-07-17,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-07-18,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-07-19,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-07-20,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-07-23,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-07-24,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-07-25,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-07-26,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-07-27,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-07-30,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-07-31,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-08-01,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-08-02,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-08-03,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-08-06,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-08-07,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-08-08,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-08-09,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-08-10,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-08-13,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-08-14,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-08-16,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-08-17,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-08-20,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-08-21,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-08-23,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-08-24,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-08-27,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-08-28,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-08-29,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-08-30,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-08-31,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-09-03,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-09-04,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-09-05,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-09-06,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-09-07,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-09-10,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-09-11,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-09-12,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-09-14,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-09-17,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-09-18,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-09-19,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-09-21,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-09-24,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-09-25,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-09-26,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-09-27,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-09-28,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-10-01,-0.07615473378895476,-0.08006864058454644,-0.10173493730659178
2018-10-03,-0.08546841576882214,-0.0867404736689611,-0.10173493730659178
2018-10-04,-0.09693350923142419,-0.10014678975305658,-0.10173493730659178
2018-10-05,-0.10802608247966872,-0.10981862789226493,-0.12114408184073766
2018-10-08,-0.11546845674022188,-0.1187482128642946,-0.12114408184073766
2018-10-09,-0.12197452064471914,-0.12731114829738488,-0.1224560374249265
2018-10-10,-0.12197452064471914,-0.12731114829738488,-0.1224560374249265
2018-10-11,-0.1315376557094412,-0.13351887191730394,-0.1281125875857222
2018-10-12,-0.1315376557094412,-0.13351887191730394,-0.1281125875857222
2018-10-15,-0.1315376557094412,-0.13351887191730394,-0.1281125875857222
2018-10-16,-0.1315376557094412,-0.13351887191730394,-0.1281125875857222
2018-10-17,-0.1315376557094412,-0.13351887191730394,-0.1281125875857222
2018-10-19,-0.1315376557094412,-0.13351887191730394,-0.1281125875857222
2018-10-22,-0.1315376557094412,-0.13351887191730394,-0.1281125875857222
2018-10-23,-0.13421504189357503,-0.13638966338770508,-0.13559655793436132
2018-10-24,-0.13421504189357503,-0.13638966338770508,-0.13559655793436132
2018-10-25,-0.13496441762735134,-0.1364478741281061,-0.1374621637666651
2018-10-26,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-10-29,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-10-30,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-10-31,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-11-01,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-11-02,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-11-05,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-11-06,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-11-07,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-11-09,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-11-12,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-11-13,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-11-14,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-11-15,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-11-16,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-11-19,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-11-20,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-11-21,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-11-22,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-11-26,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-11-27,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-11-28,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-11-29,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-11-30,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-12-03,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-12-04,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-12-05,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-12-06,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-12-07,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-12-10,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-12-11,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-12-12,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-12-13,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-12-14,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-12-17,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-12-18,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-12-19,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-12-20,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-12-21,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-12-24,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-12-26,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-12-27,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-12-28,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2018-12-31,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2019-01-01,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2019-01-02,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2019-01-03,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2019-01-04,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2019-01-07,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2019-01-08,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2019-01-09,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2019-01-10,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2019-01-11,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2019-01-14,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2019-01-15,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2019-01-16,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2019-01-17,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2019-01-18,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2019-01-21,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2019-01-22,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2019-01-23,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2019-01-24,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2019-01-25,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2019-01-28,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
2019-01-29,-0.13858308937383335,-0.1392086053103142,-0.14554670528602465
