Date,Adaptive Barbell Strategy,Fixed India 10 Portfolio,Nifty 50
2017-11-07,1.7275064737151091,1.8472067045076814,1.320417918061389
2017-11-08,1.7515219542557072,1.8817366691998898,1.3089510525049457
2017-11-09,1.9372518512397947,2.06087265854463,1.3750898077679095
2017-11-10,2.024620779840859,2.1604220451709737,1.317699610416133
2017-11-13,1.923907985387287,2.0567580625153563,1.1705015110782744
2017-11-14,1.9457750979502357,2.08557270097964,1.2696750688440424
2017-11-15,1.7549037217294652,1.901668288491072,1.0999960437171032
2017-11-16,2.1117047002368188,2.2530624256571508,1.5026108261686708
2017-11-17,2.168117889892895,2.2993533652322657,1.8457381931261216
2017-11-20,2.10701003400113,2.2274454412981877,1.856901288489024
2017-11-21,2.248593000375321,2.387564485936741,1.9272624486745777
2017-11-22,2.2925687195293496,2.4092952089601827,1.9503511512447156
2017-11-23,2.5085215631073083,2.6281166917522176,2.1840326507329504
2017-11-24,2.4662621952744703,2.579443873349822,2.1355516185370615
2017-11-27,2.5017647658467475,2.6237545561245486,2.1056643742647245
2017-11-28,2.5292562377351726,2.6403398502279454,2.174048681889986
2017-11-29,2.385250875191999,2.504690566542583,2.0021992115021057
2017-11-30,2.244664389250052,2.3513203191064065,1.8248103169701084
2017-12-01,2.0809437583507324,2.1798161735895896,1.6839269332346025
2017-12-04,1.9628305959279015,2.074039913986791,1.5908201476285835
2017-12-05,2.0379304447182136,2.1666153321683828,1.6234211648375554
2017-12-06,2.0715631158744987,2.190177364176378,1.6952048816943561
2017-12-07,2.053424672625972,2.1834781709186277,1.7593403551525686
2017-12-08,2.1380869285359907,2.2803222666478598,1.8360972644397386
2017-12-11,2.2672262736436903,2.40729931152394,1.9497531403001023
2017-12-12,2.0028814368651684,2.154752896530341,1.6957775276909017
2017-12-13,1.9584737733553383,2.1227381049446845,1.6241447927704156
2017-12-14,2.011650116970576,2.185021548289741,1.8167116121828821
2017-12-15,2.0678731974364664,2.230530184269416,1.8325703341906152
2017-12-18,2.316596992202056,2.4556132866601645,1.9435775739084786
2017-12-19,2.3861516737071593,2.537737806109822,2.0567984959952366
2017-12-20,2.3738122586984134,2.5434183154480237,2.0558774732621883
2017-12-21,2.4066675999086304,2.574314240972167,2.10157480371114
2017-12-22,2.5360257828770822,2.6936649451714714,2.1850391330682024
2017-12-26,2.5754731477037227,2.7273343504075607,2.253706791622487
2017-12-27,2.693003293979422,2.842785397893386,2.336127383918566
2017-12-28,2.6211218855201026,2.7705135881686145,2.31303777272855
2017-12-29,2.7655973869388197,2.910347872727229,2.488216181112977
2018-01-01,2.5665290522207616,2.718887966730072,2.3461938328227943
2018-01-02,2.537488170918017,2.68522179360706,2.238185895137711
2018-01-03,2.5213802395034133,2.6751120329029687,2.15234438611511
2018-01-04,2.5187685919303737,2.6619044133951437,2.113168821371534
2018-01-05,2.611872516545013,2.7214769333354387,2.176881489680661
2018-01-08,2.564518071484206,2.6583851763071467,2.224025363046176
2018-01-09,2.5009070786197167,2.5855395502206493,2.2405508610093587
2018-01-10,2.486209300144731,2.5419436672245994,2.1337562629374833
2018-01-11,2.550693786849233,2.63704991469282,2.196789535700557
2018-01-12,2.5110944898517613,2.608706111517731,2.2387581273258608
2018-01-15,2.4498965818333325,2.5233701680064917,2.2315899158001713
2018-01-16,2.3275748151690223,2.365233549900173,2.0754640795236656
2018-01-17,2.3309267435731265,2.356245642726217,2.1257865428158573
2018-01-18,2.278761844043553,2.302200512768084,2.1643942543236143
2018-01-19,2.317069861112708,2.344936490068096,2.2227800836387694
2018-01-22,2.3822958755899544,2.3962674850212635,2.3122020196786703
2018-01-23,2.3678888812451446,2.3811013236972363,2.3926555085934655
2018-01-24,2.3342461677577186,2.3244199958176326,2.371221922880553
2018-01-25,2.3833146678653807,2.4013902615692126,2.4857464914040293
2018-01-29,2.4075461925606056,2.410439311524514,2.4900792901378797
2018-01-30,2.208259199155801,2.1992591963450705,2.298904120613358
2018-01-31,2.0362143898071348,2.0094659459723605,2.134692380157827
2018-02-01,2.0825257881641286,1.9908382381690466,2.074302743812341
2018-02-02,1.8217001878124115,1.6949964385812966,1.7588504998775345
2018-02-05,1.7647253568912444,1.700210452860119,1.7528992021815053
2018-02-06,1.618736349891094,1.5503836855856952,1.3862313096151828
2018-02-07,1.506806995149013,1.4654276484611264,1.3410853598622587
2018-02-08,1.5969965314244694,1.5577175329605077,1.430219803073916
2018-02-09,1.5219872191233896,1.47914772667575,1.2227280249097945
2018-02-12,1.5699903965695579,1.524245960142412,1.3473762877813877
2018-02-14,1.5104454521094388,1.4783854019111793,1.305408779537098
2018-02-15,1.533419723541366,1.4742465050379412,1.3386005664478193
2018-02-16,1.4861380027713644,1.4296960876582951,1.2189697778724913
2018-02-19,1.3242355695703436,1.2740142690537093,1.1257526782656353
2018-02-20,1.31857659281769,1.2755909359759656,1.1226258340269497
2018-02-21,1.289216525496609,1.2661474929044236,1.2467693778117417
2018-02-22,1.2564515753729717,1.2050221736112758,1.1681135084478154
2018-02-23,1.272011945921976,1.236564637262251,1.2210747525777859
2018-02-26,1.2204709043746718,1.1704905214146009,1.2424141329730105
2018-02-27,1.2743438588237228,1.2395180323523574,1.1794180507451504
2018-02-28,1.3004631038543966,1.280153117884832,1.0924309519735707
2018-03-01,1.2870708364063244,1.2585983086039139,1.0417797547362564
2018-03-05,1.3397465318456718,1.3383938044920551,0.9876852800355953
2018-03-06,1.1631670279908068,1.1505788462658009,0.8905554687825238
2018-03-07,0.997917359911924,0.9666424274252685,0.7134724330479554
2018-03-08,1.2413920356398662,1.1893428277346267,0.8565862555068312
2018-03-09,1.2301694378663035,1.1860011332331022,0.8429092395314335
2018-03-12,1.286758630707926,1.2531637532565403,0.9489177144814007
2018-03-13,1.2770220636518665,1.247449431821776,0.973534537251315
2018-03-14,1.27026109354935,1.2379943935491327,0.9840348848655348
2018-03-15,1.2588044190026373,1.2243979246091148,0.9294160938779349
2018-03-16,1.1390040602056368,1.1077379456313219,0.7468906021729058
2018-03-19,0.9874669560827175,0.9343186811191988,0.47859742184526066
2018-03-20,1.073778302502406,1.021098599447529,0.5112951161992034
2018-03-21,1.001536507320347,0.9628365864351243,0.46619664544451683
2018-03-22,0.9896135142927341,0.9503929490248072,0.41796375292215154
2018-03-23,0.9209086909174845,0.880421783070505,0.33503496929499027
2018-03-26,1.0973576346437535,1.0572892129400198,0.4714149898833276
2018-03-27,1.2276142691904217,1.1775396644455876,0.627550568993187
2018-03-28,1.1468985501947881,1.082721541729676,0.4947392385537016
2018-04-02,1.2469691037264425,1.2131551732571586,0.5661052549874597
2018-04-03,1.3154810792830227,1.2970168941243492,0.669578798791965
2018-04-04,1.1685743921460803,1.1145307955566746,0.49045792986701836
2018-04-05,1.2216806720328273,1.195453745935816,0.6269459901088829
2018-04-06,1.1963860380830602,1.1793083760539174,0.6010799981403648
2018-04-09,1.168241156902729,1.146132020990171,0.6460610931663335
2018-04-10,1.0709430113818514,1.0545836748453967,0.6001681846170211
2018-04-11,1.0653741653151845,1.0622420153380505,0.5853052659784151
2018-04-12,1.075938485221496,1.0955574118587685,0.6276378973616313
2018-04-13,1.0913905274928466,1.0888694064752928,0.7178647312063476
2018-04-16,1.0936050619732385,1.0865664935574,0.7805750435638623
2018-04-17,1.0750257626147104,1.0761786429166447,0.7409472112718303
2018-04-18,1.0663844434764693,1.061928397865808,0.7561525872565459
2018-04-19,1.1570044377898256,1.161962344651339,0.8507368720367339
2018-04-20,1.2299699929416619,1.2593197256073383,0.8621392947375167
2018-04-23,1.293837118999425,1.339743774557005,0.9193057085769104
2018-04-24,1.2442437295480937,1.2900485883604922,0.9486908331112299
2018-04-25,1.255064111323322,1.3091374485697702,0.8713639079776504
2018-04-26,1.2657534666338128,1.3223739336130231,0.9336872769255214
2018-04-27,1.2246757235156762,1.282454863394918,0.8989371335116401
2018-04-30,1.2223204599224575,1.2933465485005236,0.849930380489115
2018-05-02,1.0992857803650595,1.1762321654867987,0.7821559984517483
2018-05-03,1.0413450448929644,1.1089678875198408,0.7562159973749109
2018-05-04,1.0469997411869,1.1172494164319606,0.7388900679471694
2018-05-07,1.1958422719655766,1.2477385677095985,0.8166648527553431
2018-05-08,1.1311180327123633,1.1948195106400006,0.8207835535433923
2018-05-09,1.0948323033048981,1.1796112338879174,0.7925321675921793
2018-05-10,1.0644583065715059,1.1515372152676724,0.8511535938281319
2018-05-11,1.0306571831212856,1.0868002247821564,0.9014820827608794
2018-05-14,0.9907679184789839,1.0483602775540108,0.8985752754135361
2018-05-15,0.8776438067314654,0.9074198361763104,0.8010196341087291
2018-05-16,0.967338443347509,0.9989659390746157,0.7275549145432407
2018-05-17,0.9677945932735289,1.0095548699076191,0.6951781833607649
2018-05-18,0.8663142431266188,0.9133999392544555,0.5662133559491747
2018-05-21,0.7229580436142643,0.7731281540616272,0.42103768383903456
2018-05-22,0.6886626683153924,0.7286601360731625,0.4257927875452696
2018-05-23,0.7472396455707654,0.775211331055518,0.4259590919538861
2018-05-24,0.856612438192479,0.8940379089907098,0.505477943981545
2018-05-25,0.9025592150803183,0.9501816529832249,0.5785208893427299
2018-05-28,1.017202761387927,1.0665692710570427,0.709783801594955
2018-05-29,1.1592491050603124,1.1955786462338853,0.6849402593889116
2018-05-30,1.0397185565677882,1.055616900770141,0.5166654274585594
2018-05-31,1.0955720144219152,1.0780160920349071,0.5402117293660554
2018-06-01,1.0188469489503753,1.0156511227867326,0.49276517372745565
2018-06-04,0.9864712176077193,0.9741605677835481,0.4089147164457572
2018-06-05,0.8811056227393218,0.8814247504318304,0.37917135220788634
2018-06-06,0.9354028725202979,0.9369084684862357,0.46828140283171166
2018-06-07,0.9683224061179251,0.9798028638604266,0.5060755549258343
2018-06-08,0.8830370454611051,0.9046207897028811,0.4835154366582517
2018-06-11,0.9353257596015323,0.9701071821352545,0.540145326039305
2018-06-12,0.9346526872142344,0.9613500189625137,0.5633578849625845
2018-06-13,1.0445341913287949,1.0669826951060153,0.5929728764201666
2018-06-14,1.0056618509348612,1.0185550785563957,0.5269584155458078
2018-06-15,1.0231329095690196,1.0688714443597749,0.5893686630466094
2018-06-18,0.9560148519549783,0.989468449570382,0.5827860714774098
2018-06-19,0.8538619481944991,0.8956221260061956,0.4880435062078764
2018-06-20,0.968426090478602,0.9836584805025484,0.5850897169312069
2018-06-21,0.9095818344768614,0.9366567184908386,0.5464230163696712
2018-06-22,0.9727674297336365,0.9820931253835399,0.5489612307869999
2018-06-25,0.933957764588863,0.9679511127360039,0.49849754840109123
2018-06-26,0.9174764394412587,0.9526008159043248,0.5248911387109559
2018-06-27,0.8741570752952317,0.9311730057923072,0.43791002511234306
2018-06-28,0.8871658182119654,0.9240926776065428,0.41791420930683365
2018-06-29,1.05577413937036,1.0875425123737752,0.5951679418293148
2018-07-02,0.9957562233285293,1.0196356964584141,0.5634445521143504
2018-07-03,1.00826572780925,1.036528515923321,0.5886967960667506
2018-07-04,1.034427984616025,1.0544489297016337,0.6338207906351704
2018-07-05,0.9793370941919597,0.9898793676997941,0.522384063520439
2018-07-06,1.0696845918068656,1.0954985225463143,0.544680639236403
2018-07-09,1.1177391673598385,1.10368297999708,0.5911334471623466
2018-07-10,1.1477414204364602,1.1498165119294081,0.636449755843394
2018-07-11,1.1721690746392632,1.1887616225044455,0.6461520308702711
2018-07-12,1.0344587372859884,1.0617258574277022,0.6090417430616041
2018-07-13,1.0125353820353804,1.0363807481095315,0.5904232585068029
2018-07-16,0.9056659964019262,0.9280255198299653,0.48738898252578444
2018-07-17,0.8153595054615901,0.8242408784521709,0.47624376495393655
2018-07-18,0.6662034476817615,0.6557757024190203,0.45708961773655615
2018-07-19,0.6308221484898479,0.6247654504073544,0.4076582155820846
2018-07-20,0.672376441066098,0.6926052369259298,0.5426465488724629
2018-07-23,0.630233841163147,0.6668723260584386,0.5370230464274213
2018-07-24,0.7009293413785584,0.7236281001682163,0.605898802294879
2018-07-25,0.7202342427556417,0.724420946290687,0.5631067716450849
2018-07-26,0.6692248517325777,0.6761736137079846,0.544217973440008
2018-07-27,0.6681757096827814,0.6915295721690851,0.6397857312244963
2018-07-30,0.7123690140747302,0.7478420660499121,0.6211669391548301
2018-07-31,0.791817343229009,0.8501130495477677,0.6525919137342113
2018-08-01,0.9342963559335864,0.9875654099429871,0.6496386614548989
2018-08-02,0.7478217345636721,0.8088357978218133,0.5015001376193979
2018-08-03,0.7404661712554398,0.7933345035405194,0.5628233397260801
2018-08-06,0.8065023393794306,0.8380060361587833,0.616811963058631
2018-08-07,0.7878205974365704,0.8084196069823948,0.6850895258037734
2018-08-08,0.812956500636314,0.8476015348439537,0.6855416591557795
2018-08-09,0.8087784936416887,0.8213318681410505,0.7115658043876263
2018-08-10,0.7997922845980893,0.8214811554981493,0.7543328190363263
2018-08-13,0.8926349975462631,0.8952055037728113,0.7605631675796743
2018-08-14,1.022589851882454,1.0506442866184496,0.9156590388209898
2018-08-16,1.1217759698070662,1.1386301956878846,0.9864406737036511
2018-08-17,1.0950096558214728,1.1025660166897653,0.9768947471254752
2018-08-20,1.1217413692900133,1.1199500922716974,0.9456588641636419
2018-08-21,1.0962168714552754,1.0920548463324784,0.9550379132420813
2018-08-23,1.1216334971477915,1.1111607381594586,1.033523534226411
2018-08-24,1.1827355666262933,1.1672350877597628,1.0984376256686752
2018-08-27,1.259821190434121,1.208239496641086,1.1948590008028026
2018-08-28,1.193607319877237,1.1295295457463281,1.1498887377256701
2018-08-29,1.0804695598328518,1.0091704086090978,1.1053318600968018
2018-08-30,1.096148567932595,1.0081344200587843,1.0384088026379266
2018-08-31,1.2230999105880467,1.1272054475247693,1.1655928489086411
2018-09-03,1.0020581572693057,0.889274755311036,0.9930689243244617
2018-09-04,0.9255134412956112,0.8110961238397792,0.9055812589610874
2018-09-05,0.8531556522811116,0.6899130636910806,0.8127160961492977
2018-09-06,0.952139848517987,0.7746510480332708,0.9260513364544155
2018-09-07,1.0385971874191688,0.848346514061591,0.931340536008286
2018-09-10,0.9772691594515006,0.810725226806584,0.8317463264669915
2018-09-11,0.8332059502623657,0.6613126812678073,0.6833413674369212
2018-09-12,0.924752335161051,0.7513718712402053,0.7477085800324657
2018-09-14,0.9169646924221939,0.7414235964398099,0.7980001987983304
2018-09-17,0.7276853573752116,0.5489057684664205,0.59697273619119
2018-09-18,0.7071691063024609,0.5447387628258098,0.5248095156698626
2018-09-19,0.7089636698015371,0.5396583985810656,0.47974999121299516
2018-09-21,0.731997040449024,0.5450128004682118,0.40205350009522994
2018-09-24,0.4856154261597897,0.3438259191013417,0.1864321359407191
2018-09-25,0.45715809333967494,0.30697823334111823,0.2765344220049749
2018-09-26,0.5286228487391252,0.39294716664438084,0.27085974483492736
2018-09-27,0.49888227307685146,0.3668777622117703,0.2234770374423492
2018-09-28,0.5023638416937165,0.3671257861175937,0.33241133633447545
2018-10-01,0.6457716872069258,0.5431426501890934,0.48800097590968583
2018-10-03,0.46572992710390065,0.3897901345518278,0.3566650027238546
2018-10-04,0.46734963090065035,0.3677845250667371,0.2573548624690117
2018-10-05,0.32852029368617447,0.2542115238693434,-0.020083857148886095
2018-10-08,0.2245225873741912,0.1383829787164066,-0.01065071838591674
2018-10-09,0.17274629444168182,0.06555656348646997,-0.11644573215267447
2018-10-10,0.22214920431522847,0.1132058465141096,-0.028061394227360342
2018-10-11,0.07783345982650802,0.0020079111713389173,-0.19289394646785113
2018-10-12,0.08707597144064057,-0.011940328645987458,-0.06898436700361799
2018-10-15,0.05626668217157847,-0.04580514671852005,-0.04392680557790676
2018-10-16,0.152281931713798,0.05698146090694454,-0.009120628653597099
2018-10-17,0.037317662740374354,-0.04768283320038012,-0.08785733783931798
2018-10-19,-0.11250664165683769,-0.18766586641001057,-0.30430345902776296
2018-10-22,-0.24309514743157287,-0.3099932251806816,-0.4125217391839869
2018-10-23,-0.48998159239469496,-0.5660355620893027,-0.5462972254741053
2018-10-24,-0.3877929966663427,-0.459597877072095,-0.4830063292160654
2018-10-25,-0.5104463648212137,-0.5738659070485168,-0.5444653344145011
2018-10-26,-0.5354934378268034,-0.5923552092686296,-0.5694701418301263
2018-10-29,-0.46708512674080643,-0.551462192730816,-0.40879375377119864
2018-10-30,-0.487359464378477,-0.5489601391899924,-0.469501402482295
2018-10-31,-0.3441593711423179,-0.42432855547335824,-0.384195780912221
2018-11-01,-0.27042353417474496,-0.34519802643076614,-0.4280262130143102
2018-11-02,-0.15688831143714516,-0.21628840614685985,-0.2724087967785836
2018-11-05,-0.26648379220007506,-0.32703765988276,-0.3269076551069805
2018-11-06,-0.2451071240781503,-0.2930926367781606,-0.30004956256834137
2018-11-07,-0.31810898028495377,-0.34382409525164037,-0.3307377033033284
2018-11-09,-0.33183424793463073,-0.3396898295047446,-0.32785775919012
2018-11-12,-0.3768978177671481,-0.41444737618767197,-0.4285463302990246
2018-11-13,-0.36959347547627064,-0.39369745493750047,-0.3490335427051663
2018-11-14,-0.28704748040221345,-0.29146835009634686,-0.2757081333274139
2018-11-15,-0.29241718553339646,-0.30456700566051237,-0.20766813377017246
2018-11-16,-0.29856338016199424,-0.31074182902689435,-0.1617977416503269
2018-11-19,-0.2903110871233286,-0.29690046138253884,-0.10984994092753884
2018-11-20,-0.2937012414135508,-0.30855397739891377,-0.11452943649601789
2018-11-21,-0.27931319721542247,-0.3186044766247694,-0.12679977359316916
2018-11-22,-0.26103462886382944,-0.32422915211219405,-0.12829528668933782
2018-11-26,-0.25705167668679996,-0.25467619737069563,-0.1273273893826805
2018-11-27,-0.2717180576538701,-0.28117781969593375,-0.13857765888465215
2018-11-28,-0.2710915777645869,-0.2739629480208116,-0.1176263804567059
2018-11-29,-0.30559822631270234,-0.3097899623362005,-0.041405888757440626
2018-11-30,-0.33174328790122387,-0.35183370037577744,-0.04002333756222562
2018-12-03,-0.4134142960641681,-0.3888040982930504,-0.03986251553544898
2018-12-04,-0.4601332636534856,-0.4279496286673387,-0.08244098756986865
2018-12-05,-0.5886248809808021,-0.5214807918614637,-0.1541622265650698
2018-12-06,-0.6539972887160267,-0.6012581884351823,-0.264961390466899
2018-12-07,-0.6146144917416592,-0.5657437650166219,-0.18785461366147757
2018-12-10,-0.7041975676466771,-0.6494992291994842,-0.23568965724688365
2018-12-11,-0.5049359332102812,-0.45968060856398346,-0.10895040854844247
2018-12-12,-0.28664898814314144,-0.2503458587361917,0.027980139770742724
2018-12-13,-0.22826397343891205,-0.19617253822411168,0.07482491908056521
2018-12-14,-0.14869365321758993,-0.11388549326564325,0.14280186199491965
2018-12-17,-0.22289430885355413,-0.20837771892889578,0.10739274920374009
2018-12-18,-0.24032573727858744,-0.25095595052509134,0.04543027765773164
2018-12-19,-0.2610602411057371,-0.26096875208586806,0.04431074827551178
2018-12-20,-0.12841731314585217,-0.14310379267170797,0.09621623344303748
2018-12-21,-0.2064161211957258,-0.225498606794938,-0.010327392806245622
2018-12-24,-0.2594567576923839,-0.27818314250342085,-0.12186780211092636
2018-12-26,-0.2679046833212528,-0.2910359118116454,-0.13525098936764923
2018-12-27,-0.34031800778167254,-0.3587289062390069,-0.14090083765230108
2018-12-28,-0.29341541374801716,-0.33219043671593096,-0.13880993425422555
2018-12-31,-0.2862694204070792,-0.33339656732528383,-0.12265081079615237
2019-01-01,-0.2696301904092177,-0.3148793451154247,-0.1197190930537008
2019-01-02,-0.4423832046313848,-0.4711538179448158,-0.20987404280677716
2019-01-03,-0.5460163625465682,-0.5584551881483125,-0.32497276035886424
2019-01-04,-0.49810532298692245,-0.5119925961901598,-0.2542565894779545
2019-01-07,-0.455217244928478,-0.46346249628723213,-0.21219046334533204
2019-01-08,-0.5153960450079587,-0.5259920224233957,-0.22967070548970472
2019-01-09,-0.42969601672357405,-0.43653901204863355,-0.19117393950611825
2019-01-10,-0.3848973838773889,-0.38905864330275336,-0.14994714443588641
2019-01-11,-0.46025577633373976,-0.47293219741799986,-0.16993984589483796
2019-01-14,-0.5749533402158092,-0.5844509879958459,-0.257718097727718
2019-01-15,-0.6389523033353801,-0.6309414801741586,-0.1882764921099711
2019-01-16,-0.6592744663350193,-0.6529431924281647,-0.23379015587403873
2019-01-17,-0.6276980182296024,-0.620431175751118,-0.23295525846087708
2019-01-18,-0.7437547396131603,-0.7181170673293162,-0.22818805639517106
2019-01-21,-0.7387403208035865,-0.7197382869282262,-0.20274387509606384
2019-01-22,-0.7520255261279489,-0.7371214183831705,-0.25247131362885666
2019-01-23,-0.811013446329468,-0.7847313762884216,-0.36109016013148326
2019-01-24,-0.7982316104747575,-0.7574762369674191,-0.318294553646275
2019-01-25,-0.8849285465494996,-0.8309284049607893,-0.43239753692218824
2019-01-28,-0.8817260902369526,-0.820434683024941,-0.5370517916058407
2019-01-29,-0.9472669535022473,-0.8653666879033947,-0.600557196170851
2019-01-30,-0.9598913407956555,-0.8798975972983085,-0.6527470982126936
2019-01-31,-0.876924648526452,-0.80074507120122,-0.6021377925600786
2019-02-01,-0.7934349306051978,-0.6676728124263991,-0.558334071590779
2019-02-04,-0.8305828200178897,-0.7175538928870265,-0.5336962644301055
2019-02-05,-0.8604552652377812,-0.723818672666588,-0.5609318397025796
2019-02-06,-0.7922591714628139,-0.6448827087836081,-0.4129821323930229
2019-02-07,-0.7232296849802534,-0.5616109442625561,-0.39283009124540175
2019-02-08,-0.8248429582135246,-0.6504101131112312,-0.47124151223780086
2019-02-11,-0.7306022456994676,-0.5732317410259682,-0.3359618013920761
2019-02-12,-0.6504421686406262,-0.523400581339476,-0.309315301364487
2019-02-14,-0.6525359511217509,-0.5469113374856343,-0.24893304704692618
2019-02-15,-0.6059727116711561,-0.5374430354133481,-0.24863458949945688
2019-02-18,-0.7876979933473127,-0.7454629974477154,-0.3855093373895544
2019-02-19,-0.727784255094489,-0.7040150872248504,-0.32302052827462474
2019-02-20,-0.7813902926334015,-0.7321072529729804,-0.28860208694373835
2019-02-21,-0.73423761140695,-0.6882660900702723,-0.21947241638178755
2019-02-22,-0.7308810550586484,-0.6572689635246497,-0.25178847149451045
2019-02-25,-0.626385171316553,-0.5316686801364312,-0.117424498259952
2019-02-26,-0.545378265031518,-0.45038544755068916,-0.09421330841922666
2019-02-27,-0.475427271886693,-0.3955195867293803,-0.1013898171640923
2019-02-28,-0.4573823986063109,-0.4157834667187209,-0.1400400783910331
2019-03-01,-0.41920101195911486,-0.3479859752736042,-0.07672844222512629
2019-03-05,-0.44505242185791605,-0.3655944636907098,-0.06899140967589754
2019-03-06,-0.5299467816399955,-0.43259566399050564,-0.09088610353863479
