Date,Adaptive Barbell Strategy,Fixed India 10 Portfolio,Nifty 50
2017-11-07,0.8393879286951722,0.8628755627632475,0.9999999999999996
2017-11-08,0.837324404904303,0.8602231309219256,0.9999999999999997
2017-11-09,0.8319449994608225,0.855269657976029,0.9999999999999996
2017-11-10,0.8386414089191914,0.8622393043981562,0.9999999999999996
2017-11-13,0.835145579636901,0.8607931427689691,0.9999999999999993
2017-11-14,0.8380966306964411,0.8633833461804786,0.9999999999999996
2017-11-15,0.8355234213262787,0.8611144012344103,0.9999999999999996
2017-11-16,0.8346298251658567,0.8612141065517087,0.9999999999999994
2017-11-17,0.8689152774351164,0.9008156462975806,0.9999999999999998
2017-11-20,0.8691022889896376,0.9010779838558358,0.9999999999999994
2017-11-21,0.868905917492976,0.9002528889196487,0.9999999999999997
2017-11-22,0.8686887551813791,0.9005063597275449,0.9999999999999997
2017-11-23,0.8671994473328716,0.9001097553016953,0.9999999999999998
2017-11-24,0.8685319975389499,0.9011105318184418,1.0
2017-11-27,0.8697281566695081,0.9025941399679154,0.9999999999999998
2017-11-28,0.8719073295255422,0.9060869415702462,1.0
2017-11-29,0.8721356031940917,0.9074572886845075,0.9999999999999998
2017-11-30,0.8641486671583745,0.8986999137804904,0.9999999999999997
2017-12-01,0.8715126376192612,0.9060917451930103,0.9999999999999998
2017-12-04,0.8703458147998202,0.9065186074899511,0.9999999999999994
2017-12-05,0.8683178772250075,0.9035816912457375,0.9999999999999994
2017-12-06,0.8705758497985342,0.9075654196364316,0.9999999999999996
2017-12-07,0.8696578675675167,0.9080752813099833,0.9999999999999994
2017-12-08,0.870072351351002,0.9088563090967972,0.9999999999999994
2017-12-11,0.8675235051544962,0.9051005674160334,0.9999999999999994
2017-12-12,0.8720022529102754,0.9094638932936819,0.9999999999999994
2017-12-13,0.8723988760933679,0.9102730825757811,0.9999999999999994
2017-12-14,0.8742451531145579,0.9129927262103509,0.9999999999999998
2017-12-15,0.8769062565650408,0.9149822436780665,0.9999999999999996
2017-12-18,0.8717856612025859,0.9107455362081811,0.9999999999999998
2017-12-19,0.8738781373710804,0.9126768754656569,0.9999999999999996
2017-12-20,0.8742512511689859,0.9124492928616715,0.9999999999999996
2017-12-21,0.873449019782817,0.9115097082244938,0.9999999999999996
2017-12-22,0.8741618077598211,0.9122331840208333,0.9999999999999996
2017-12-26,0.8725775689167156,0.9105843232791965,0.9999999999999996
2017-12-27,0.8670725290954757,0.9053303167774656,0.9999999999999994
2017-12-28,0.8675124037335387,0.905908465745092,0.9999999999999992
2017-12-29,0.8709729669734771,0.908774024860064,0.9999999999999993
2018-01-01,0.8748422720186347,0.9131873651828397,0.9999999999999993
2018-01-02,0.8709567967779861,0.9092286072124319,0.9999999999999993
2018-01-03,0.8739285671093043,0.9128036680370046,0.9999999999999998
2018-01-04,0.8768102963165806,0.9146409486843061,0.9999999999999998
2018-01-05,0.8818700340373683,0.9202411674464898,0.9999999999999993
2018-01-08,0.8773286695976498,0.9151433855087009,0.9999999999999993
2018-01-09,0.8773365641466553,0.9152966360097611,0.9999999999999993
2018-01-10,0.8820521531821963,0.9182966745706652,0.9999999999999991
2018-01-11,0.8818382861088562,0.9167195677993811,0.9999999999999989
2018-01-12,0.8805902693511372,0.9151889660040293,0.9999999999999996
2018-01-15,0.8771699540888782,0.9098102424865033,0.9999999999999998
2018-01-16,0.8803673496216835,0.9097971121029953,0.9999999999999993
2018-01-17,0.8768689046073004,0.9056576341739123,0.9999999999999998
2018-01-18,0.8767321804247077,0.9052098376053106,1.0
2018-01-19,0.875593922093652,0.9039886047170972,0.9999999999999996
2018-01-22,0.8763070871098068,0.9034018771335615,1.0000000000000002
2018-01-23,0.8668228972332793,0.8942339054226525,0.9999999999999998
2018-01-24,0.8679263207773363,0.8956357265461057,1.0
2018-01-25,0.8721811144342629,0.8971022178358006,0.9999999999999998
2018-01-29,0.8733977734148558,0.8974250833633274,0.9999999999999996
2018-01-30,0.8572703776978194,0.8746174850206884,0.9999999999999998
2018-01-31,0.8697192500036905,0.8855683538536991,0.9999999999999998
2018-02-01,0.870915551378808,0.887119098785436,0.9999999999999996
2018-02-02,0.8676962499849732,0.8870459180438396,1.0
2018-02-05,0.8730505937220701,0.8861332309836445,1.0
2018-02-06,0.8846480380582301,0.8980088226807281,1.0
2018-02-07,0.8861007649713628,0.8986701510744005,0.9999999999999998
2018-02-08,0.8906136935222816,0.9026650814333055,0.9999999999999998
2018-02-09,0.8878232820338819,0.8988747354118833,1.0000000000000002
2018-02-12,0.8968638453626887,0.9062606970242985,0.9999999999999998
2018-02-14,0.8969802571438201,0.9055232005744471,1.0
2018-02-15,0.8956848193000646,0.90349825286499,0.9999999999999998
2018-02-16,0.8950281898856788,0.9024712382390274,0.9999999999999996
2018-02-19,0.8997538503694054,0.9064534699307466,0.9999999999999998
2018-02-20,0.8999160214807548,0.9063896714316888,0.9999999999999998
2018-02-21,0.9009032110057557,0.906724168099506,0.9999999999999996
2018-02-22,0.9012365647832753,0.9067544597762237,0.9999999999999996
2018-02-23,0.8995456823357357,0.9066975935433791,0.9999999999999998
2018-02-26,0.8945467616622673,0.8999706106957451,0.9999999999999998
2018-02-27,0.8948116092902312,0.9004885540389158,0.9999999999999998
2018-02-28,0.8992761230614027,0.9039208647141351,0.9999999999999998
2018-03-01,0.8984765052027276,0.9031906487072949,0.9999999999999998
2018-03-05,0.8883730943819552,0.8907232673605706,0.9999999999999997
2018-03-06,0.8971136504275247,0.9001389979150719,0.9999999999999997
2018-03-07,0.9001916513428985,0.9040337838006351,0.9999999999999994
2018-03-08,0.9019927209016394,0.902773536332914,0.9999999999999994
2018-03-09,0.901783948366009,0.9023440668031187,0.9999999999999997
2018-03-12,0.8935483254324403,0.8967567039534253,0.9999999999999994
2018-03-13,0.8947322279692624,0.8978363123944277,0.9999999999999994
2018-03-14,0.894973737319716,0.8981452025855838,0.9999999999999994
2018-03-15,0.8921556696513213,0.8955415473080831,0.9999999999999994
2018-03-16,0.8841478942607932,0.8873223684050846,0.9999999999999993
2018-03-19,0.8728074603529347,0.8804639874838065,0.9999999999999994
2018-03-20,0.8726713575896478,0.8803387091440805,0.9999999999999993
2018-03-21,0.8693433569065043,0.8779126952310392,0.9999999999999993
2018-03-22,0.871431609135239,0.8805037300581152,0.9999999999999993
2018-03-23,0.8689223057842829,0.8785544963115752,0.9999999999999993
2018-03-26,0.8748423381007451,0.8843934942584551,0.9999999999999993
2018-03-27,0.8682529102081008,0.8770819318098532,0.9999999999999994
2018-03-28,0.8700173813153017,0.8800901076697274,0.9999999999999993
2018-04-02,0.870635786561117,0.8845454282053093,0.9999999999999991
2018-04-03,0.8739801917888984,0.8879189367412434,0.9999999999999994
2018-04-04,0.8712098448662554,0.8892005651473878,0.9999999999999994
2018-04-05,0.8567932787728989,0.879792273262567,0.9999999999999996
2018-04-06,0.8556508253863246,0.878871982396724,0.9999999999999993
2018-04-09,0.8555713794983867,0.8785352739208114,0.9999999999999992
2018-04-10,0.8540422260317839,0.8772713550533936,0.9999999999999993
2018-04-11,0.8538136016930494,0.8772416708568274,0.9999999999999993
2018-04-12,0.8534066328020714,0.8776287828347172,0.9999999999999997
2018-04-13,0.8552553974339753,0.8790548222173163,0.9999999999999993
2018-04-16,0.8567600475288756,0.8803269630217039,0.9999999999999993
2018-04-17,0.8559167252339727,0.8796767704572438,0.9999999999999994
2018-04-18,0.8564627855222217,0.8804019942150679,0.9999999999999993
2018-04-19,0.8557853357898897,0.8800547920374674,0.9999999999999993
2018-04-20,0.8549501989859263,0.8790006975733619,0.9999999999999993
2018-04-23,0.8552792909514084,0.8793973156653044,0.9999999999999994
2018-04-24,0.8560896203725886,0.8801439996454775,0.9999999999999997
2018-04-25,0.8536909412291174,0.8773174109656656,0.9999999999999997
2018-04-26,0.8530935855901234,0.8761285560297825,0.9999999999999997
2018-04-27,0.8535412402616521,0.8768559595790314,0.9999999999999997
2018-04-30,0.8555611531656657,0.8794249686527231,0.9999999999999997
2018-05-02,0.8571046301063627,0.8807494946903509,0.9999999999999994
2018-05-03,0.858262268965757,0.8824997726297288,0.9999999999999994
2018-05-04,0.8571936895170961,0.8811355783825092,0.9999999999999997
2018-05-07,0.8596869814588962,0.8815939731431229,0.9999999999999997
2018-05-08,0.8600031455281328,0.8818972876037128,0.9999999999999998
2018-05-09,0.8595542975623038,0.8821910233763574,0.9999999999999997
2018-05-10,0.8635779262176012,0.8863443040647455,0.9999999999999998
2018-05-11,0.8574960315168816,0.8778150936279,0.9999999999999997
2018-05-14,0.8577041337107141,0.8780372728766636,0.9999999999999997
2018-05-15,0.850983282973855,0.8701335503704599,0.9999999999999994
2018-05-16,0.8455563171752187,0.864238440890913,0.9999999999999994
2018-05-17,0.8442607281206407,0.8623048943275311,0.9999999999999998
2018-05-18,0.847886531972597,0.8657089596129733,0.9999999999999997
2018-05-21,0.8481835907764692,0.8660303228436782,0.9999999999999994
2018-05-22,0.8476122560681382,0.8653003524049167,0.9999999999999994
2018-05-23,0.8413097668497387,0.8602086948654976,0.9999999999999997
2018-05-24,0.8432588510116965,0.8624672041257889,0.9999999999999997
2018-05-25,0.8442348666292614,0.863345382919105,0.9999999999999996
2018-05-28,0.8415100435825199,0.8618465976087041,0.9999999999999993
2018-05-29,0.8344427735978338,0.8554166275896824,0.9999999999999993
2018-05-30,0.8264071121506555,0.8507911861641198,0.999999999999999
2018-05-31,0.8302190186277946,0.8503200472103672,0.9999999999999991
2018-06-01,0.8328497278808075,0.8524995728934417,0.9999999999999991
2018-06-04,0.8382743224782102,0.8584403142618844,0.9999999999999993
2018-06-05,0.8399403340193109,0.85941142433302,0.9999999999999991
2018-06-06,0.8433102622140018,0.8624412907883543,0.9999999999999993
2018-06-07,0.842981341146504,0.8628616118371781,0.9999999999999993
2018-06-08,0.8426239212386382,0.8628369181892093,0.9999999999999992
2018-06-11,0.8425331397667187,0.8626691531806211,0.9999999999999992
2018-06-12,0.8420792124469181,0.8620162120019775,0.9999999999999992
2018-06-13,0.8410275508786695,0.8609034489747472,0.9999999999999992
2018-06-14,0.8401977723367909,0.8611307091158643,0.9999999999999992
2018-06-15,0.8416649237063062,0.8620003765868515,0.9999999999999993
2018-06-18,0.8428056355929807,0.8634666450007049,0.9999999999999992
2018-06-19,0.8442009602929084,0.8635216392251029,0.9999999999999992
2018-06-20,0.8412524940418374,0.8605921530407717,0.9999999999999993
2018-06-21,0.8441463657395415,0.8627624677546323,0.9999999999999996
2018-06-22,0.8490006334769561,0.8662123875233234,0.9999999999999992
2018-06-25,0.8500897918178496,0.8660376648737653,0.9999999999999993
2018-06-26,0.8504398338094826,0.8667558644485892,0.9999999999999996
2018-06-27,0.851054069428259,0.8661806638626873,0.9999999999999996
2018-06-28,0.848695728030765,0.8652328411673755,0.9999999999999997
2018-06-29,0.8435924302688999,0.8626577194731186,0.9999999999999996
2018-07-02,0.8451797143767935,0.8644539059315669,0.9999999999999999
2018-07-03,0.84478455138491,0.864312613071627,0.9999999999999997
2018-07-04,0.8441963516160975,0.8631523022466951,1.0
2018-07-05,0.8463875022285995,0.8650376243296446,0.9999999999999999
2018-07-06,0.8466226627917253,0.8655884274355715,0.9999999999999999
2018-07-09,0.8482609032526124,0.8649295949613093,1.0
2018-07-10,0.8484720224364931,0.8667184421884884,0.9999999999999999
2018-07-11,0.8487542291859183,0.8668783558712353,0.9999999999999996
2018-07-12,0.8383880500266812,0.8581326146071115,0.9999999999999999
2018-07-13,0.8389021616231346,0.8586193923432255,0.9999999999999999
2018-07-16,0.8419172224006188,0.8616860411081739,1.0
2018-07-17,0.8361743364905436,0.855037717983571,0.9999999999999997
2018-07-18,0.8392168912201883,0.85854468012836,0.9999999999999997
2018-07-19,0.8391084500409978,0.8582143156376418,0.9999999999999999
2018-07-20,0.844441418506769,0.8639256555504903,1.0
2018-07-23,0.8416460695063614,0.8622797421665404,0.9999999999999997
2018-07-24,0.8453424557192584,0.8653623918030864,0.9999999999999999
2018-07-25,0.8488799090917905,0.8689245297802748,0.9999999999999997
2018-07-26,0.8469725064324339,0.8672687122624899,0.9999999999999999
2018-07-27,0.8414550377692513,0.8624030852410607,1.0
2018-07-30,0.8435603728477162,0.8649144943640833,0.9999999999999999
2018-07-31,0.8447220420825073,0.8670652418955372,0.9999999999999997
2018-08-01,0.8428677027107779,0.8652134281441669,0.9999999999999999
2018-08-02,0.8405378910556343,0.8627692989865866,0.9999999999999999
2018-08-03,0.8366395411185175,0.8586819986575006,0.9999999999999999
2018-08-06,0.8354100692709521,0.85778690577464,0.9999999999999997
2018-08-07,0.8398799038179602,0.8626466271934521,0.9999999999999996
2018-08-08,0.8411026831379516,0.864648788966855,0.9999999999999997
2018-08-09,0.8408028258350616,0.8642757085676758,0.9999999999999999
2018-08-10,0.8434699579518926,0.8664483674896043,0.9999999999999997
2018-08-13,0.8371970850881418,0.8613833621474741,0.9999999999999996
2018-08-14,0.8318807233743194,0.8540177309096557,0.9999999999999997
2018-08-16,0.8302230019260343,0.8532861052851018,0.9999999999999997
2018-08-17,0.828463520287274,0.8504181969305485,0.9999999999999997
2018-08-20,0.8333430475683509,0.8551969828846195,0.9999999999999997
2018-08-21,0.8331993816715606,0.8550745947616257,0.9999999999999996
2018-08-23,0.83818616306125,0.8595751471010319,0.9999999999999999
2018-08-24,0.8388316047744588,0.8609256840171211,0.9999999999999999
2018-08-27,0.8392350673040725,0.8595607515036503,0.9999999999999997
2018-08-28,0.8376553519312211,0.8573924403523506,0.9999999999999997
2018-08-29,0.8394195131532194,0.8591096456639231,0.9999999999999996
2018-08-30,0.8388703088109825,0.8576677776140528,0.9999999999999997
2018-08-31,0.8386705330267876,0.8578837981537303,0.9999999999999997
2018-09-03,0.8447033341968216,0.8646956005057964,0.9999999999999996
2018-09-04,0.8470285193999152,0.8674034269018435,0.9999999999999997
2018-09-05,0.8534862358824689,0.8764353942632909,0.9999999999999997
2018-09-06,0.850660383647843,0.8725038847532317,0.9999999999999996
2018-09-07,0.8542060350339268,0.8755652373870609,0.9999999999999997
2018-09-10,0.8561459899179286,0.8749530565160233,0.9999999999999997
2018-09-11,0.856552187001858,0.8764661052245875,0.9999999999999997
2018-09-12,0.8576450680436325,0.8777667303974781,0.9999999999999996
2018-09-14,0.8544337317635279,0.8737723357104779,0.9999999999999996
2018-09-17,0.8440628556719145,0.8635585670126845,0.9999999999999992
2018-09-18,0.8422995540093812,0.8605926802711614,0.9999999999999992
2018-09-19,0.8421890530650044,0.8607126409313678,0.9999999999999993
2018-09-21,0.8362675336067819,0.856474760702313,0.9999999999999993
2018-09-24,0.8405440136177558,0.8540743306774914,0.9999999999999996
2018-09-25,0.8344041246375445,0.8484016017529122,0.9999999999999994
2018-09-26,0.8335624138496188,0.8473333619726371,0.9999999999999992
2018-09-27,0.8323527222040402,0.8455693451323362,0.9999999999999994
2018-09-28,0.8317867711090642,0.8454387252827651,0.9999999999999992
2018-10-01,0.8287920693488889,0.844513022269928,0.9999999999999991
2018-10-03,0.8406240073492102,0.8535173374469545,0.9999999999999992
2018-10-04,0.823741143218586,0.8411722333480502,0.9999999999999992
2018-10-05,0.8029753990013834,0.8161982799017686,0.9999999999999992
2018-10-08,0.8002495973530229,0.8130957571491596,0.9999999999999993
2018-10-09,0.8059896262748765,0.8196042995091786,0.9999999999999993
2018-10-10,0.8021252674529464,0.8159207590842531,0.9999999999999994
2018-10-11,0.8059744052119248,0.8137863245892234,0.9999999999999993
2018-10-12,0.7962234264178993,0.7994760787665752,0.9999999999999992
2018-10-15,0.7939606649647903,0.7971784759272528,0.9999999999999992
2018-10-16,0.7979283273226666,0.8014738614635089,0.9999999999999991
2018-10-17,0.8001740437173104,0.8025634517465247,0.9999999999999993
2018-10-19,0.7909451193522393,0.7922505394509856,0.9999999999999996
2018-10-22,0.7843277444204227,0.7857569658295436,0.9999999999999992
2018-10-23,0.7807828422973577,0.7823704294223702,0.9999999999999993
2018-10-24,0.7832221264336066,0.7852886737526442,0.9999999999999993
2018-10-25,0.7865262772300557,0.7884645710051894,0.9999999999999994
2018-10-26,0.7860652047403182,0.7874403505742582,0.9999999999999992
2018-10-29,0.7814859093835173,0.7779357839357659,0.9999999999999993
2018-10-30,0.7797435867371166,0.7750931192389473,0.9999999999999992
2018-10-31,0.7841865156866291,0.7782461584583819,0.9999999999999993
2018-11-01,0.7869878326076015,0.7808037018029854,0.9999999999999993
2018-11-02,0.7831391540289947,0.7790063219749244,0.9999999999999992
2018-11-05,0.7820735916706908,0.7784005944659734,0.9999999999999992
2018-11-06,0.7830280928116274,0.7794071459409235,0.9999999999999993
2018-11-07,0.7792813080775709,0.776788261729157,0.9999999999999993
2018-11-09,0.7795450761736635,0.7768465543715071,0.9999999999999993
2018-11-12,0.7809307351322623,0.780896275236985,0.9999999999999993
2018-11-13,0.7777252169111228,0.7784775342048043,0.9999999999999993
2018-11-14,0.7753041848454482,0.7750554595193344,0.9999999999999994
2018-11-15,0.7770576245133858,0.776966844049136,0.9999999999999994
2018-11-16,0.7772533324939503,0.7773842802876444,0.9999999999999994
2018-11-19,0.7773992032470198,0.7786039572031868,0.9999999999999996
2018-11-20,0.7772532398660331,0.7792001862870725,0.9999999999999994
2018-11-21,0.776690501009661,0.7796639026634691,0.9999999999999994
2018-11-22,0.775637341789945,0.7799470954740602,0.9999999999999994
2018-11-26,0.7758951414354402,0.7849542449374023,0.9999999999999993
2018-11-27,0.7759621481323499,0.784462990380656,0.9999999999999992
2018-11-28,0.7751308438842168,0.7838111790140008,0.9999999999999994
2018-11-29,0.7710379642582696,0.7799927112852986,0.9999999999999997
2018-11-30,0.7707617541456547,0.7795317071246256,0.9999999999999996
2018-12-03,0.7705087612248008,0.7794189211531974,0.9999999999999994
2018-12-04,0.7712357698324875,0.7802177519214172,0.9999999999999994
2018-12-05,0.7738789107126607,0.780523157698292,0.9999999999999994
2018-12-06,0.7707570166178489,0.7794208009861737,0.9999999999999993
2018-12-07,0.7689237577201734,0.77761256798984,0.9999999999999998
2018-12-10,0.7753705370376907,0.783311965885092,0.9999999999999996
2018-12-11,0.7731994537801516,0.7805891025166414,0.9999999999999996
2018-12-12,0.7826772755779908,0.7895820102277826,0.9999999999999998
2018-12-13,0.7841836484052459,0.7910379749104349,0.9999999999999996
2018-12-14,0.7836521392411685,0.7905264102833025,0.9999999999999993
2018-12-17,0.7796305417868222,0.784904177604564,0.9999999999999996
2018-12-18,0.7793088095205409,0.7839648255912504,0.9999999999999998
2018-12-19,0.7785495210696733,0.7836127334786173,0.9999999999999996
2018-12-20,0.774998913716039,0.7804384932332382,0.9999999999999998
2018-12-21,0.7742055225137403,0.780796860527472,0.9999999999999993
2018-12-24,0.7759995397877899,0.7816609840911252,0.9999999999999993
2018-12-26,0.7761318049254001,0.7815816888065312,0.9999999999999993
2018-12-27,0.7736948691609454,0.7792493217813901,0.9999999999999991
2018-12-28,0.7760817031753658,0.7806157315360441,0.9999999999999993
2018-12-31,0.776247083878257,0.7808221621795054,0.9999999999999993
2019-01-01,0.7761835651225254,0.7807418491121682,0.9999999999999991
2019-01-02,0.7774182315832905,0.7813918612789049,0.9999999999999993
2019-01-03,0.7803685355063412,0.7833026689749293,0.9999999999999993
2019-01-04,0.7804038978482947,0.7833574131194924,0.9999999999999993
2019-01-07,0.7804115885625391,0.7833843252574698,0.9999999999999996
2019-01-08,0.778942564738632,0.7819306594988086,0.9999999999999996
2019-01-09,0.7783722178365396,0.7816244765775243,0.9999999999999996
2019-01-10,0.7790523904338124,0.7821774212405533,0.9999999999999998
2019-01-11,0.7797954230903615,0.7830676251055807,0.9999999999999998
2019-01-14,0.7795035993969571,0.7829480028213717,0.9999999999999996
2019-01-15,0.7729860016081869,0.7779161053398067,0.9999999999999996
2019-01-16,0.7750766690910851,0.7801819052577296,0.9999999999999993
2019-01-17,0.7753223204052679,0.7804411089984064,0.9999999999999993
2019-01-18,0.7754295585496721,0.7805038329164563,0.9999999999999993
2019-01-21,0.7752402852569207,0.7801981769858182,0.9999999999999993
2019-01-22,0.7766541373263642,0.7817299201306087,0.9999999999999993
2019-01-23,0.7788476593819776,0.7838227815245457,0.9999999999999996
2019-01-24,0.7781030131736643,0.7828386651813475,0.9999999999999992
2019-01-25,0.7798987832878662,0.7841594618768571,0.9999999999999993
2019-01-28,0.7758328082992509,0.7801575231951692,0.9999999999999996
2019-01-29,0.7760884852438207,0.7802871918435335,0.9999999999999993
2019-01-30,0.7754016907592276,0.780284587725341,0.9999999999999996
2019-01-31,0.7778800779885585,0.7826889468167999,0.9999999999999996
2019-02-01,0.7781919093181805,0.7843503908739711,0.9999999999999993
2019-02-04,0.7775367033943621,0.7836373604703903,0.9999999999999993
2019-02-05,0.7770117270803163,0.7836709368237011,0.9999999999999996
2019-02-06,0.7748425845350699,0.7834418323495975,0.9999999999999998
2019-02-07,0.77388620260275,0.7824034580806696,0.9999999999999996
2019-02-08,0.7739794614291197,0.7846701601562811,0.9999999999999992
2019-02-11,0.7742390302303646,0.7843973955996314,0.9999999999999991
2019-02-12,0.7709614770813057,0.7828818805452896,0.9999999999999993
2019-02-14,0.7758148671047536,0.7890294677865312,0.9999999999999993
2019-02-15,0.7750543258431031,0.7888697308693102,0.9999999999999993
2019-02-18,0.7725868957983275,0.788950704439331,0.9999999999999991
2019-02-19,0.7740440134891746,0.7910833638745566,0.9999999999999993
2019-02-20,0.7686117028517423,0.7872730174839019,0.9999999999999993
2019-02-21,0.7683569455556506,0.7878376568528146,0.9999999999999993
2019-02-22,0.7690048643111401,0.7889449215670177,0.9999999999999991
2019-02-25,0.7689275395656279,0.7905838001387226,0.9999999999999989
2019-02-26,0.7657513168940279,0.7874976862459312,0.9999999999999989
2019-02-27,0.764312421119347,0.7862450313259923,0.9999999999999989
2019-02-28,0.7662786113283891,0.7883767513783445,0.9999999999999991
2019-03-01,0.7665765615741369,0.7891648394899854,0.9999999999999987
2019-03-05,0.7640841680807733,0.7873063711095415,0.9999999999999991
2019-03-06,0.7606921139711352,0.7849756033275808,0.9999999999999991
2019-03-07,0.7614984600090376,0.7858427538158419,0.9999999999999993
2019-03-08,0.7600234696836836,0.7849327000704733,0.9999999999999993
2019-03-11,0.7634626966841217,0.7911644638504179,0.9999999999999993
2019-03-12,0.7739307107885648,0.8053983757108866,0.9999999999999993
2019-03-13,0.768655160821002,0.8001675420742459,0.9999999999999993
2019-03-14,0.7664280354368346,0.7972838872565781,0.9999999999999993
2019-03-15,0.7631689980805587,0.7965650273952104,0.9999999999999993
2019-03-18,0.7620572817310521,0.795186727909276,0.9999999999999998
